accent,accent_profile,audio_clean_path,audio_telephony_path,base_script_id,category,clean_encoding,clean_sample_rate,clip_id,contains_ambiguity,contains_medical_terms,contains_numeric_confusion,difficulty,duration_sec,has_interruptions,input_hash,manifest_version,medical_domain,medical_subtype,noise_components,noise_level,noise_profile,noise_render,numeric_confusion_type,scenario,scenario_group,script_family_id,speech_style,split,telephony_encoding,telephony_sample_rate,text,voice_id,voice_type
indian_english,south_asian_english,clean/clip_0029_accented.wav,telephony/clip_0029_accented.wav,script_0029,medication_question,pcm_s16le,16000,clip_0029_accented,True,True,False,medium,6.36225,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0029,careful,train,pcm_s16le,8000,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",EXAVITQu4vr4xnSDxMaL,accented
us,,clean_rich_noisy/clip_0029_medical.wav,telephony_rich_noisy/clip_0029_medical.wav,script_0029,medical_conversation,pcm_s16le,16000,clip_0029_medical,True,True,False,hard,7.012437,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0029,clinical,test,pcm_s16le,8000,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",FGY2WhTYpPnrIDTdsKH5,clinical
us,,clean/clip_0030_clean.wav,telephony/clip_0030_clean.wav,script_0030,medication_followup,pcm_s16le,16000,clip_0030_clean,True,True,True,easy,6.455188,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0030,calm,train,pcm_s16le,8000,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",pNInz6obpgDQGcFmaJgB,neutral
us,,clean_rich_noisy/clip_0030_noisy_med.wav,telephony_rich_noisy/clip_0030_noisy_med.wav,script_0030,triage_call,pcm_s16le,16000,clip_0030_noisy_med,True,True,True,medium,6.78025,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0030,conversational,train,pcm_s16le,8000,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",CwhRBWXzGAHq8TQ4Fs17,telephony
us,,clean_rich_noisy/clip_0030_noisy_high.wav,telephony_rich_noisy/clip_0030_noisy_high.wav,script_0030,urgent_symptom,pcm_s16le,16000,clip_0030_noisy_high,True,True,True,hard,7.15175,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0030,stressed,val,pcm_s16le,8000,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",EXAVITQu4vr4xnSDxMaL,telephony
indian_english,south_asian_english,clean/clip_0030_accented.wav,telephony/clip_0030_accented.wav,script_0030,medication_question,pcm_s16le,16000,clip_0030_accented,True,True,True,medium,7.244625,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0030,careful,train,pcm_s16le,8000,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",FGY2WhTYpPnrIDTdsKH5,accented
us,,clean_rich_noisy/clip_0030_medical.wav,telephony_rich_noisy/clip_0030_medical.wav,script_0030,medical_conversation,pcm_s16le,16000,clip_0030_medical,True,True,True,hard,7.383938,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0030,clinical,test,pcm_s16le,8000,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",IKne3meq5aSn9XLyUdCD,clinical
us,,clean/clip_0031_clean.wav,telephony/clip_0031_clean.wav,script_0031,medication_followup,pcm_s16le,16000,clip_0031_clean,False,True,False,easy,7.616125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0031,calm,train,pcm_s16le,8000,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",CwhRBWXzGAHq8TQ4Fs17,neutral
us,,clean_rich_noisy/clip_0031_noisy_med.wav,telephony_rich_noisy/clip_0031_noisy_med.wav,script_0031,triage_call,pcm_s16le,16000,clip_0031_noisy_med,False,True,False,medium,7.291062,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0031,conversational,train,pcm_s16le,8000,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",EXAVITQu4vr4xnSDxMaL,telephony
us,,clean_rich_noisy/clip_0031_noisy_high.wav,telephony_rich_noisy/clip_0031_noisy_high.wav,script_0031,urgent_symptom,pcm_s16le,16000,clip_0031_noisy_high,False,True,False,hard,7.52325,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0031,stressed,val,pcm_s16le,8000,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",FGY2WhTYpPnrIDTdsKH5,telephony
indian_english,south_asian_english,clean/clip_0031_accented.wav,telephony/clip_0031_accented.wav,script_0031,medication_question,pcm_s16le,16000,clip_0031_accented,False,True,False,medium,7.476813,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0031,careful,train,pcm_s16le,8000,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",IKne3meq5aSn9XLyUdCD,accented
us,,clean_rich_noisy/clip_0031_medical.wav,telephony_rich_noisy/clip_0031_medical.wav,script_0031,medical_conversation,pcm_s16le,16000,clip_0031_medical,False,True,False,hard,7.662625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0031,clinical,test,pcm_s16le,8000,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",JBFqnCBsd6RMkjVDRZzb,clinical
us,,clean/clip_0032_clean.wav,telephony/clip_0032_clean.wav,script_0032,medication_followup,pcm_s16le,16000,clip_0032_clean,False,False,False,easy,7.012437,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0032,calm,train,pcm_s16le,8000,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",EXAVITQu4vr4xnSDxMaL,neutral
us,,clean_rich_noisy/clip_0032_noisy_med.wav,telephony_rich_noisy/clip_0032_noisy_med.wav,script_0032,triage_call,pcm_s16le,16000,clip_0032_noisy_med,False,False,False,medium,6.966,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0032,conversational,train,pcm_s16le,8000,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",FGY2WhTYpPnrIDTdsKH5,telephony
us,,clean_rich_noisy/clip_0032_noisy_high.wav,telephony_rich_noisy/clip_0032_noisy_high.wav,script_0032,urgent_symptom,pcm_s16le,16000,clip_0032_noisy_high,False,False,False,hard,7.244625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0032,stressed,val,pcm_s16le,8000,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",IKne3meq5aSn9XLyUdCD,telephony
indian_english,south_asian_english,clean/clip_0032_accented.wav,telephony/clip_0032_accented.wav,script_0032,medication_question,pcm_s16le,16000,clip_0032_accented,False,False,False,medium,7.15175,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0032,careful,train,pcm_s16le,8000,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",JBFqnCBsd6RMkjVDRZzb,accented
us,,clean_rich_noisy/clip_0032_medical.wav,telephony_rich_noisy/clip_0032_medical.wav,script_0032,medical_conversation,pcm_s16le,16000,clip_0032_medical,False,False,False,hard,8.452063,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0032,clinical,test,pcm_s16le,8000,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",N2lVS1w4EtoT3dr4eOWO,clinical
us,,clean/clip_0033_clean.wav,telephony/clip_0033_clean.wav,script_0033,medication_followup,pcm_s16le,16000,clip_0033_clean,True,False,False,easy,8.452063,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0033,calm,train,pcm_s16le,8000,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",FGY2WhTYpPnrIDTdsKH5,neutral
us,,clean_rich_noisy/clip_0033_noisy_med.wav,telephony_rich_noisy/clip_0033_noisy_med.wav,script_0033,triage_call,pcm_s16le,16000,clip_0033_noisy_med,True,False,False,medium,8.31275,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0033,conversational,train,pcm_s16le,8000,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",IKne3meq5aSn9XLyUdCD,telephony
us,,clean_rich_noisy/clip_0033_noisy_high.wav,telephony_rich_noisy/clip_0033_noisy_high.wav,script_0033,urgent_symptom,pcm_s16le,16000,clip_0033_noisy_high,True,False,False,hard,7.894813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0033,stressed,val,pcm_s16le,8000,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",JBFqnCBsd6RMkjVDRZzb,telephony
indian_english,south_asian_english,clean/clip_0033_accented.wav,telephony/clip_0033_accented.wav,script_0033,medication_question,pcm_s16le,16000,clip_0033_accented,True,False,False,medium,10.216812,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0033,careful,train,pcm_s16le,8000,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",N2lVS1w4EtoT3dr4eOWO,accented
us,,clean_rich_noisy/clip_0033_medical.wav,telephony_rich_noisy/clip_0033_medical.wav,script_0033,medical_conversation,pcm_s16le,16000,clip_0033_medical,True,False,False,hard,7.244625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0033,clinical,test,pcm_s16le,8000,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",SAz9YHcvj6GT2YYXdXww,clinical
us,,clean/clip_0034_clean.wav,telephony/clip_0034_clean.wav,script_0034,medication_followup,pcm_s16le,16000,clip_0034_clean,False,True,False,easy,8.219875,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0034,calm,train,pcm_s16le,8000,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",IKne3meq5aSn9XLyUdCD,neutral
us,,clean_rich_noisy/clip_0034_noisy_med.wav,telephony_rich_noisy/clip_0034_noisy_med.wav,script_0034,triage_call,pcm_s16le,16000,clip_0034_noisy_med,False,True,False,medium,8.730688,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0034,conversational,train,pcm_s16le,8000,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",JBFqnCBsd6RMkjVDRZzb,telephony
us,,clean_rich_noisy/clip_0034_noisy_high.wav,telephony_rich_noisy/clip_0034_noisy_high.wav,script_0034,urgent_symptom,pcm_s16le,16000,clip_0034_noisy_high,False,True,False,hard,9.984563,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0034,stressed,val,pcm_s16le,8000,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",N2lVS1w4EtoT3dr4eOWO,telephony
indian_english,south_asian_english,clean/clip_0034_accented.wav,telephony/clip_0034_accented.wav,script_0034,medication_question,pcm_s16le,16000,clip_0034_accented,False,True,False,medium,8.127,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0034,careful,train,pcm_s16le,8000,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",SAz9YHcvj6GT2YYXdXww,accented
us,,clean_rich_noisy/clip_0034_medical.wav,telephony_rich_noisy/clip_0034_medical.wav,script_0034,medical_conversation,pcm_s16le,16000,clip_0034_medical,False,True,False,hard,9.752375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0034,clinical,test,pcm_s16le,8000,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",Xb7hH8MSUJpSbSDYk0k2,clinical
us,,clean/clip_0035_clean.wav,telephony/clip_0035_clean.wav,script_0035,medication_followup,pcm_s16le,16000,clip_0035_clean,False,False,False,easy,6.037187,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0035,calm,train,pcm_s16le,8000,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,JBFqnCBsd6RMkjVDRZzb,neutral
us,,clean_rich_noisy/clip_0035_noisy_med.wav,telephony_rich_noisy/clip_0035_noisy_med.wav,script_0035,triage_call,pcm_s16le,16000,clip_0035_noisy_med,False,False,False,medium,6.408688,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0035,conversational,train,pcm_s16le,8000,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,N2lVS1w4EtoT3dr4eOWO,telephony
us,,clean_rich_noisy/clip_0035_noisy_high.wav,telephony_rich_noisy/clip_0035_noisy_high.wav,script_0035,urgent_symptom,pcm_s16le,16000,clip_0035_noisy_high,False,False,False,hard,5.479938,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0035,stressed,val,pcm_s16le,8000,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,SAz9YHcvj6GT2YYXdXww,telephony
indian_english,south_asian_english,clean/clip_0035_accented.wav,telephony/clip_0035_accented.wav,script_0035,medication_question,pcm_s16le,16000,clip_0035_accented,False,False,False,medium,6.083625,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0035,careful,train,pcm_s16le,8000,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,Xb7hH8MSUJpSbSDYk0k2,accented
us,,clean_rich_noisy/clip_0035_medical.wav,telephony_rich_noisy/clip_0035_medical.wav,script_0035,medical_conversation,pcm_s16le,16000,clip_0035_medical,False,False,False,hard,7.012437,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0035,clinical,test,pcm_s16le,8000,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,onwK4e9ZLuTAKqWW03F9,clinical
us,,clean/clip_0036_clean.wav,telephony/clip_0036_clean.wav,script_0036,medication_followup,pcm_s16le,16000,clip_0036_clean,False,True,False,easy,10.216812,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0036,calm,train,pcm_s16le,8000,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",N2lVS1w4EtoT3dr4eOWO,neutral
us,,clean_rich_noisy/clip_0036_noisy_med.wav,telephony_rich_noisy/clip_0036_noisy_med.wav,script_0036,triage_call,pcm_s16le,16000,clip_0036_noisy_med,False,True,False,medium,9.055813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0036,conversational,train,pcm_s16le,8000,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",SAz9YHcvj6GT2YYXdXww,telephony
us,,clean_rich_noisy/clip_0036_noisy_high.wav,telephony_rich_noisy/clip_0036_noisy_high.wav,script_0036,urgent_symptom,pcm_s16le,16000,clip_0036_noisy_high,False,True,False,hard,9.798813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0036,stressed,val,pcm_s16le,8000,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",Xb7hH8MSUJpSbSDYk0k2,telephony
indian_english,south_asian_english,clean/clip_0036_accented.wav,telephony/clip_0036_accented.wav,script_0036,medication_question,pcm_s16le,16000,clip_0036_accented,False,True,False,medium,11.517125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0036,careful,train,pcm_s16le,8000,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",onwK4e9ZLuTAKqWW03F9,accented
us,,clean_rich_noisy/clip_0036_medical.wav,telephony_rich_noisy/clip_0036_medical.wav,script_0036,medical_conversation,pcm_s16le,16000,clip_0036_medical,False,True,False,hard,9.009375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0036,clinical,test,pcm_s16le,8000,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",pNInz6obpgDQGcFmaJgB,clinical
us,,clean/clip_0037_clean.wav,telephony/clip_0037_clean.wav,script_0037,medication_followup,pcm_s16le,16000,clip_0037_clean,False,False,False,easy,8.4985,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0037,calm,train,pcm_s16le,8000,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",SAz9YHcvj6GT2YYXdXww,neutral
us,,clean_rich_noisy/clip_0037_noisy_med.wav,telephony_rich_noisy/clip_0037_noisy_med.wav,script_0037,triage_call,pcm_s16le,16000,clip_0037_noisy_med,False,False,False,medium,9.334437,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0037,conversational,train,pcm_s16le,8000,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",Xb7hH8MSUJpSbSDYk0k2,telephony
us,,clean_rich_noisy/clip_0037_noisy_high.wav,telephony_rich_noisy/clip_0037_noisy_high.wav,script_0037,urgent_symptom,pcm_s16le,16000,clip_0037_noisy_high,False,False,False,hard,10.449,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0037,stressed,val,pcm_s16le,8000,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",onwK4e9ZLuTAKqWW03F9,telephony
indian_english,south_asian_english,clean/clip_0037_accented.wav,telephony/clip_0037_accented.wav,script_0037,medication_question,pcm_s16le,16000,clip_0037_accented,False,False,False,medium,9.148687,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0037,careful,train,pcm_s16le,8000,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",pNInz6obpgDQGcFmaJgB,accented
us,,clean_rich_noisy/clip_0037_medical.wav,telephony_rich_noisy/clip_0037_medical.wav,script_0037,medical_conversation,pcm_s16le,16000,clip_0037_medical,False,False,False,hard,8.4985,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0037,clinical,test,pcm_s16le,8000,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",CwhRBWXzGAHq8TQ4Fs17,clinical
us,,clean/clip_0038_clean.wav,telephony/clip_0038_clean.wav,script_0038,medication_followup,pcm_s16le,16000,clip_0038_clean,False,True,False,easy,7.848375,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0038,calm,train,pcm_s16le,8000,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",Xb7hH8MSUJpSbSDYk0k2,neutral
us,,clean_rich_noisy/clip_0038_noisy_med.wav,telephony_rich_noisy/clip_0038_noisy_med.wav,script_0038,triage_call,pcm_s16le,16000,clip_0038_noisy_med,False,True,False,medium,8.870062,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0038,conversational,train,pcm_s16le,8000,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",onwK4e9ZLuTAKqWW03F9,telephony
us,,clean_rich_noisy/clip_0038_noisy_high.wav,telephony_rich_noisy/clip_0038_noisy_high.wav,script_0038,urgent_symptom,pcm_s16le,16000,clip_0038_noisy_high,False,True,False,hard,6.873125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0038,stressed,val,pcm_s16le,8000,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",pNInz6obpgDQGcFmaJgB,telephony
indian_english,south_asian_english,clean/clip_0038_accented.wav,telephony/clip_0038_accented.wav,script_0038,medication_question,pcm_s16le,16000,clip_0038_accented,False,True,False,medium,6.548063,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0038,careful,train,pcm_s16le,8000,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",CwhRBWXzGAHq8TQ4Fs17,accented
us,,clean_rich_noisy/clip_0038_medical.wav,telephony_rich_noisy/clip_0038_medical.wav,script_0038,medical_conversation,pcm_s16le,16000,clip_0038_medical,False,True,False,hard,7.3375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0038,clinical,test,pcm_s16le,8000,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",EXAVITQu4vr4xnSDxMaL,clinical
us,,clean/clip_0039_clean.wav,telephony/clip_0039_clean.wav,script_0039,medication_followup,pcm_s16le,16000,clip_0039_clean,False,False,False,easy,11.099125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0039,calm,train,pcm_s16le,8000,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,onwK4e9ZLuTAKqWW03F9,neutral
us,,clean_rich_noisy/clip_0039_noisy_med.wav,telephony_rich_noisy/clip_0039_noisy_med.wav,script_0039,triage_call,pcm_s16le,16000,clip_0039_noisy_med,False,False,False,medium,8.777125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0039,conversational,train,pcm_s16le,8000,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,pNInz6obpgDQGcFmaJgB,telephony
us,,clean_rich_noisy/clip_0039_noisy_high.wav,telephony_rich_noisy/clip_0039_noisy_high.wav,script_0039,urgent_symptom,pcm_s16le,16000,clip_0039_noisy_high,False,False,False,hard,9.566625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0039,stressed,val,pcm_s16le,8000,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,CwhRBWXzGAHq8TQ4Fs17,telephony
indian_english,south_asian_english,clean/clip_0039_accented.wav,telephony/clip_0039_accented.wav,script_0039,medication_question,pcm_s16le,16000,clip_0039_accented,False,False,False,medium,8.266312,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0039,careful,train,pcm_s16le,8000,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,EXAVITQu4vr4xnSDxMaL,accented
